County,Size
"Decatur County, Tennessee",333.85
"DeKalb County, Tennessee",304.35
"Dickson County, Tennessee",489.9
"Dyer County, Tennessee",512.33
"Fayette County, Tennessee",704.79
"Fentress County, Tennessee",498.61
"Franklin County, Tennessee",554.54
"Gibson County, Tennessee",602.74
"Giles County, Tennessee",610.93
"Grainger County, Tennessee",280.6
"Greene County, Tennessee",622.17
"Grundy County, Tennessee",360.53
"Hamblen County, Tennessee",161.18
"Hamilton County, Tennessee",542.43
"Hancock County, Tennessee",222.34
"Hardeman County, Tennessee",667.77
"Hardin County, Tennessee",577.32
"Hawkins County, Tennessee",486.98
"Haywood County, Tennessee",533.11
"Henderson County, Tennessee",520.07
"Henry County, Tennessee",562.1
"Hickman County, Tennessee",612.5
"Houston County, Tennessee",200.29
"Humphreys County, Tennessee",530.98
"Jackson County, Tennessee",308.32
"Jefferson County, Tennessee",274.08
"Johnson County, Tennessee",298.48
"Knox County, Tennessee",508.22
"Lake County, Tennessee",165.78
"Lauderdale County, Tennessee",471.99
"Lawrence County, Tennessee",617.13
"Lewis County, Tennessee",282.09
"Lincoln County, Tennessee",570.34
"Loudon County, Tennessee",229.22
"Macon County, Tennessee",307.14
"Madison County, Tennessee",557.12
"Marion County, Tennessee",498.16
"Marshall County, Tennessee",375.46
"Maury County, Tennessee",613.14
"McMinn County, Tennessee",430.13
"McNairy County, Tennessee",562.86
"Meigs County, Tennessee",195.12
"Monroe County, Tennessee",635.57
"Montgomery County, Tennessee",539.18
"Moore County, Tennessee",129.22
"Morgan County, Tennessee",522.18
"Obion County, Tennessee",544.73
"Overton County, Tennessee",433.48
"Perry County, Tennessee",414.73
"Pickett County, Tennessee",162.98
"Polk County, Tennessee",434.68
"Putnam County, Tennessee",401.1
"Rhea County, Tennessee",315.38
"Roane County, Tennessee",360.71
"Robertson County, Tennessee",476.29
"Rutherford County, Tennessee",619.36
"Scott County, Tennessee",532.3
"Sequatchie County, Tennessee",265.86
"Sevier County, Tennessee",592.5
"Shelby County, Tennessee",763.17
"Smith County, Tennessee",314.29
"Stewart County, Tennessee",459.33
"Sullivan County, Tennessee",413.36
"Sumner County, Tennessee",529.45
"Tipton County, Tennessee",458.37
"Trousdale County, Tennessee",114.19
"Unicoi County, Tennessee",186.17
"Union County, Tennessee",223.55
"Van Buren County, Tennessee",273.42
"Warren County, Tennessee",432.68
"Washington County, Tennessee",326.47
"Wayne County, Tennessee",734.1
"Weakley County, Tennessee",580.36
"White County, Tennessee",376.67
"Williamson County, Tennessee",582.6
"Wilson County, Tennessee",570.83
"Anderson County, Texas","1,062.60"
"Andrews County, Texas","1,500.71"
"Angelina County, Texas",797.78
"Aransas County, Texas",252.07
"Archer County, Texas",903.11
"Armstrong County, Texas",909.11
"Atascosa County, Texas","1,219.54"
"Austin County, Texas",646.51
"Bailey County, Texas",826.80
"Bandera County, Texas",790.96
"Bastrop County, Texas",888.15
"Baylor County, Texas",867.48
"Bee County, Texas",880.24
"Bell County, Texas","1,051.02"
"Bexar County, Texas","1,239.82"
"Blanco County, Texas",709.25
"Borden County, Texas",897.44
"Bosque County, Texas",982.98
"Bowie County, Texas",885.01
"Brazoria County, Texas","1,357.70"
"Brazos County, Texas",585.45
"Brewster County, Texas","6,183.73"
"Briscoe County, Texas",900.00
"Brooks County, Texas",943.36
"Brown County, Texas",944.43
"Burleson County, Texas",659.03
"Burnet County, Texas",994.26
"Caldwell County, Texas",545.26
"Calhoun County, Texas",506.84
"Callahan County, Texas",899.37
"Cameron County, Texas",890.92
"Camp County, Texas",195.83
"Carson County, Texas",920.22
"Cass County, Texas",936.96
"Castro County, Texas",894.43
"Chambers County, Texas",597.14
"Cherokee County, Texas","1,052.91"
"Childress County, Texas",696.41
"Clay County, Texas","1,088.72"
"Cochran County, Texas",775.15
"Coke County, Texas",911.47
"Coleman County, Texas","1,261.95"
"Collin County, Texas",841.23
"Collingsworth County, Texas",918.44
"Colorado County, Texas",960.27
"Comal County, Texas",559.48
"Comanche County, Texas",937.75
"Concho County, Texas",983.80
"Cooke County, Texas",874.76
"Coryell County, Texas","1,052.07"
"Cottle County, Texas",900.56
"Crane County, Texas",785.07
"Crockett County, Texas","2,807.33"
"Crosby County, Texas",900.20
"Culberson County, Texas","3,812.80"
"Dallam County, Texas","1,503.26"
"Dallas County, Texas",871.28
"Dawson County, Texas",900.31
"Deaf Smith County, Texas","1,496.87"
"Delta County, Texas",256.83
"Denton County, Texas",878.43
"DeWitt County, Texas",908.98
"Dickens County, Texas",901.72
"Dimmit County, Texas","1,328.88"
"Donley County, Texas",926.89
"Duval County, Texas","1,793.48"
"Eastland County, Texas",926.49
"Ector County, Texas",897.69
"Edwards County, Texas","2,117.86"
"El Paso County, Texas","1,012.69"
"Ellis County, Texas",935.49
"Erath County, Texas","1,083.07"
"Falls County, Texas",765.48
"Fannin County, Texas",890.84
"Fayette County, Texas",950.01
"Fisher County, Texas",898.94
"Floyd County, Texas",992.14
"Foard County, Texas",704.40
"Fort Bend County, Texas",861.48
"Franklin County, Texas",284.39
"Freestone County, Texas",877.74
"Frio County, Texas","1,133.50"
"Gaines County, Texas","1,502.38"
"Galveston County, Texas",378.36
"Garza County, Texas",893.41
"Gillespie County, Texas","1,058.21"
"Glasscock County, Texas",900.22
"Goliad County, Texas",852.01
"Gonzales County, Texas","1,066.69"
"Gray County, Texas",925.97
"Grayson County, Texas",932.80
"Gregg County, Texas",273.30
"Grimes County, Texas",787.46
"Guadalupe County, Texas",711.30
"Hale County, Texas","1,004.68"
"Hall County, Texas",883.49
"Hamilton County, Texas",835.91
"Hansford County, Texas",919.81
"Hardeman County, Texas",695.11
"Hardin County, Texas",890.57
"Harris County, Texas","1,703.48"
"Harrison County, Texas",899.95
"Hartley County, Texas","1,462.03"
"Haskell County, Texas",903.13
"Hays County, Texas",677.98
"Hemphill County, Texas",906.29
"Henderson County, Texas",873.75
"Hidalgo County, Texas","1,570.87"
"Hill County, Texas",958.86
"Hockley County, Texas",908.39
"Hood County, Texas",420.64
"Hopkins County, Texas",767.17
"Houston County, Texas","1,230.91"
"Howard County, Texas",900.79
"Hudspeth County, Texas","4,570.98"
"Hunt County, Texas",840.32
"Hutchinson County, Texas",887.42
"Irion County, Texas","1,051.56"
"Jack County, Texas",910.66
"Jackson County, Texas",829.44
"Jasper County, Texas",938.85
"Jeff Davis County, Texas","2,264.56"
"Jefferson County, Texas",876.30
"Jim Hogg County, Texas","1,136.14"
"Jim Wells County, Texas",864.97
"Johnson County, Texas",724.69
"Jones County, Texas",928.55
"Karnes County, Texas",747.56
"Kaufman County, Texas",780.70
"Kendall County, Texas",662.45
"Kenedy County, Texas","1,458.33"
"Kent County, Texas",902.51
"Kerr County, Texas","1,103.32"
"Kimble County, Texas","1,250.99"
"King County, Texas",910.87
"Kinney County, Texas","1,360.06"
"Kleberg County, Texas",881.31
"Knox County, Texas",850.62
"La Salle County, Texas","1,486.69"
"Lamar County, Texas",907.19
"Lamb County, Texas","1,016.18"
"Lampasas County, Texas",712.84
"Lavaca County, Texas",969.71
"Lee County, Texas",629.02
"Leon County, Texas","1,073.15"
"Liberty County, Texas","1,158.42"
"Limestone County, Texas",905.29
"Lipscomb County, Texas",932.18
"Live Oak County, Texas","1,039.70"
"Llano County, Texas",934.03
"Loving County, Texas",668.93
"Lubbock County, Texas",895.60
"Lynn County, Texas",891.87
"Madison County, Texas",466.07
"Marion County, Texas",380.88
"Martin County, Texas",914.94
"Mason County, Texas",928.80
"Matagorda County, Texas","1,100.28"
"Maverick County, Texas","1,279.26"
"McCulloch County, Texas","1,065.60"
"McLennan County, Texas","1,037.10"
"McMullen County, Texas","1,139.43"
"Medina County, Texas","1,325.36"
"Menard County, Texas",902.03
"Midland County, Texas",900.30
"Milam County, Texas","1,016.93"
"Mills County, Texas",748.26
"Mitchell County, Texas",911.09
"Montague County, Texas",930.91
"Montgomery County, Texas","1,041.74"
"Moore County, Texas",899.69
"Morris County, Texas",251.99
"Motley County, Texas",989.56
"Nacogdoches County, Texas",946.54
"Navarro County, Texas","1,009.63"
"Newton County, Texas",933.68
"Nolan County, Texas",912.00
"Nueces County, Texas",838.48
"Ochiltree County, Texas",917.63
"Oldham County, Texas","1,500.53"
"Orange County, Texas",333.67
"Palo Pinto County, Texas",951.79
"Panola County, Texas",801.75
"Parker County, Texas",903.48
"Parmer County, Texas",880.78
"Pecos County, Texas","4,763.85"
"Polk County, Texas","1,057.09"
"Potter County, Texas",908.37
"Presidio County, Texas","3,855.24"
"Rains County, Texas",229.45
"Randall County, Texas",911.54
"Reagan County, Texas","1,175.30"
"Real County, Texas",699.20
"Red River County, Texas","1,036.58"
"Reeves County, Texas","2,635.38"
"Refugio County, Texas",770.44
"Roberts County, Texas",924.06
"Robertson County, Texas",855.68
"Rockwall County, Texas",127.04
"Runnels County, Texas","1,050.95"
"Rusk County, Texas",924.03
"Sabine County, Texas",491.39
"San Augustine County, Texas",530.66
"San Jacinto County, Texas",569.24
"San Patricio County, Texas",693.45
"San Saba County, Texas","1,135.30"
"Schleicher County, Texas","1,310.63"
"Scurry County, Texas",905.44
"Shackelford County, Texas",914.29
"Shelby County, Texas",795.58
"Sherman County, Texas",923.04
"Smith County, Texas",921.45
"Somervell County, Texas",186.46
"Starr County, Texas","1,223.18"
"Stephens County, Texas",896.72
"Sterling County, Texas",923.45
"Stonewall County, Texas",916.31
"Sutton County, Texas","1,453.93"
"Swisher County, Texas",890.16
"Tarrant County, Texas",863.61
"Taylor County, Texas",915.55
"Terrell County, Texas","2,358.03"
"Terry County, Texas",888.84
"Throckmorton County, Texas",912.55
"Titus County, Texas",406.05
"Tom Green County, Texas","1,521.97"
"Travis County, Texas",990.20
"Trinity County, Texas",693.61
"Tyler County, Texas",924.50
"Upshur County, Texas",582.95
"Upton County, Texas","1,241.32"
"Uvalde County, Texas","1,551.95"
"Val Verde County, Texas","3,144.75"
"Van Zandt County, Texas",842.56
"Victoria County, Texas",882.14
"Walker County, Texas",784.17
"Waller County, Texas",513.43
"Ward County, Texas",835.60
"Washington County, Texas",603.95
"Webb County, Texas","3,361.48"
"Wharton County, Texas","1,086.15"
"Wheeler County, Texas",914.52
"Wichita County, Texas",627.78
"Wilbarger County, Texas",970.84
"Willacy County, Texas",590.55
"Williamson County, Texas","1,118.30"
"Wilson County, Texas",803.73
"Winkler County, Texas",841.11
"Wise County, Texas",904.42
"Wood County, Texas",645.23
"Yoakum County, Texas",799.71
"Young County, Texas",914.47
"Zapata County, Texas",998.41
"Zavala County, Texas","1,297.41"
"Beaver County, Utah","2,589.88"
"Box Elder County, Utah","5,745.55"
"Cache County, Utah","1,164.81"
"Carbon County, Utah","1,478.49"
"Daggett County, Utah",696.98
"Davis County, Utah",298.78
"Duchesne County, Utah","3,240.95"
"Emery County, Utah","4,462.31"
"Garfield County, Utah","5,175.12"
"Grand County, Utah","3,671.54"
"Iron County, Utah","3,296.68"
"Juab County, Utah","3,392.28"
"Kane County, Utah","3,990.23"
"Millard County, Utah","6,572.43"
"Morgan County, Utah",609.20
"Piute County, Utah",757.79
"Rich County, Utah","1,028.78"
"Salt Lake County, Utah",742.28
"San Juan County, Utah","7,819.99"
"Sanpete County, Utah","1,590.15"
"Sevier County, Utah","1,910.58"
"Summit County, Utah","1,871.71"
"Tooele County, Utah","6,941.35"
"Uintah County, Utah","4,479.69"
"Utah County, Utah","2,003.45"
"Wasatch County, Utah","1,175.50"
"Washington County, Utah","2,426.36"
"Wayne County, Utah","2,460.68"
"Weber County, Utah",576.08
"Addison County, Vermont",766.33
"Bennington County, Vermont",674.98
"Caledonia County, Vermont",648.86
"Chittenden County, Vermont",536.58
"Essex County, Vermont",663.6
"Franklin County, Vermont",633.71
"Grand Isle County, Vermont",81.81
"Lamoille County, Vermont",458.8
"Orange County, Vermont",687.03
"Orleans County, Vermont",693.27
"Rutland County, Vermont",929.82
"Washington County, Vermont",687.23
"Windham County, Vermont",785.31
"Windsor County, Vermont",969.34
"Accomack County, Virginia",449.5
"Albemarle County, Virginia",720.7
"Alexandria city County, Virginia",15.03
"Alleghany County, Virginia",445.46
"Amelia County, Virginia",355.27
"Amherst County, Virginia",473.93
"Appomattox County, Virginia",333.49
"Arlington County, Virginia",25.97
"Augusta County, Virginia",967.0
"Bath County, Virginia",529.16
"Bedford County, Virginia",753.02
"Bedford city County, Virginia",6.88
"Bland County, Virginia",357.73
"Botetourt County, Virginia",541.2
"Bristol city County, Virginia",13.01
"Brunswick County, Virginia",566.17
"Buchanan County, Virginia",502.76
"Buckingham County, Virginia",579.66
"Buena Vista city County, Virginia",6.7
"Campbell County, Virginia",503.87
"Caroline County, Virginia",527.51
"Carroll County, Virginia",474.69
"Charles City County, Virginia",182.82
"Charlotte County, Virginia",475.27
"Charlottesville city County, Virginia",10.24
"Chesapeake city County, Virginia",340.8
"Chesterfield County, Virginia",423.3
"Clarke County, Virginia",176.18
"Colonial Heights city County, Virginia",7.52
"Covington city County, Virginia",5.47
"Craig County, Virginia",329.53
"Culpeper County, Virginia",379.23
"Cumberland County, Virginia",297.46
"Danville city County, Virginia",42.93
"Dickenson County, Virginia",330.53
"Dinwiddie County, Virginia",503.72
"Emporia city County, Virginia",6.89
"Essex County, Virginia",257.12
"Fairfax County, Virginia",390.97
"Fairfax city County, Virginia",6.24
"Falls Church city County, Virginia",2.0
"Fauquier County, Virginia",647.45
"Floyd County, Virginia",380.42
"Fluvanna County, Virginia",286.01
"Franklin County, Virginia",690.43
"Franklin city County, Virginia",8.21
"Frederick County, Virginia",413.5
"Fredericksburg city County, Virginia",10.44
"Galax city County, Virginia",8.24
"Giles County, Virginia",355.78
"Gloucester County, Virginia",217.81
"Goochland County, Virginia",281.42
"Grayson County, Virginia",442.18
"Greene County, Virginia",156.25
"Greensville County, Virginia",295.23
"Halifax County, Virginia",817.84
"Hampton city County, Virginia",51.41
"Hanover County, Virginia",468.54
"Harrisonburg city County, Virginia",17.42
"Henrico County, Virginia",233.7
"Henry County, Virginia",382.33
"Highland County, Virginia",415.16
"Hopewell city County, Virginia",10.28
"Isle of Wight County, Virginia",315.61
"James City County, Virginia",142.44
"King and Queen County, Virginia",315.14
"King George County, Virginia",179.64
"King William County, Virginia",273.94
"Lancaster County, Virginia",133.25
"Lee County, Virginia",435.52
"Lexington city County, Virginia",2.5
"Loudoun County, Virginia",515.56
"Louisa County, Virginia",496.3
"Lunenburg County, Virginia",431.68
"Lynchburg city County, Virginia",49.13
"Madison County, Virginia",320.68
"Manassas city County, Virginia",9.88
"Manassas Park city County, Virginia",2.53
"Martinsville city County, Virginia",10.96
"Mathews County, Virginia",85.93
"Mecklenburg County, Virginia",625.49
"Middlesex County, Virginia",130.31
"Montgomery County, Virginia",387.01
"Nelson County, Virginia",470.86
"New Kent County, Virginia",209.73
"Newport News city County, Virginia",68.71
"Norfolk city County, Virginia",54.12
"Northampton County, Virginia",211.61
"Northumberland County, Virginia",191.3
"Norton city County, Virginia",7.48
"Nottoway County, Virginia",314.39
"Orange County, Virginia",340.78
"Page County, Virginia",310.86
"Patrick County, Virginia",483.1
"Petersburg city County, Virginia",22.93
"Pittsylvania County, Virginia",968.94
"Poquoson city County, Virginia",15.32
"Portsmouth city County, Virginia",33.65
"Powhatan County, Virginia",260.22
"Prince Edward County, Virginia",349.96
"Prince George County, Virginia",265.16
"Prince William County, Virginia",336.4
"Pulaski County, Virginia",319.86
"Radford city County, Virginia",9.87
"Rappahannock County, Virginia",266.23
"Richmond County, Virginia",191.49
"Richmond city County, Virginia",59.81
"Roanoke County, Virginia",250.52
"Roanoke city County, Virginia",42.56
"Rockbridge County, Virginia",597.56
"Rockingham County, Virginia",849.09
"Russell County, Virginia",473.82
"Salem city County, Virginia",14.44
"Scott County, Virginia",535.53
"Shenandoah County, Virginia",508.78
"Smyth County, Virginia",450.93
"Southampton County, Virginia",599.15
"Spotsylvania County, Virginia",401.5
"Stafford County, Virginia",268.96
"Staunton city County, Virginia",19.98
"Suffolk city County, Virginia",400.17
"Surry County, Virginia",278.95
"Sussex County, Virginia",490.22
"Tazewell County, Virginia",518.85
"Virginia Beach city County, Virginia",249.02
"Warren County, Virginia",213.47
"Washington County, Virginia",560.98
"Waynesboro city County, Virginia",15.04
"Westmoreland County, Virginia",229.38
"Williamsburg city County, Virginia",9.02
"Winchester city County, Virginia",9.23
"Wise County, Virginia",403.19
"Wythe County, Virginia",461.82
"York County, Virginia",104.78
"Adams County, Washington","1,924.98"
"Asotin County, Washington",636.21
"Benton County, Washington","1,700.38"
"Chelan County, Washington","2,920.53"
"Clallam County, Washington","1,738.33"
"Clark County, Washington",629.00
"Columbia County, Washington",868.63
"Cowlitz County, Washington","1,140.13"
"Douglas County, Washington","1,819.26"
"Ferry County, Washington","2,203.16"
"Franklin County, Washington","1,242.17"
"Garfield County, Washington",710.69
"Grant County, Washington","2,679.51"
"Grays Harbor County, Washington","1,902.03"
"Island County, Washington",208.45
"Jefferson County, Washington","1,803.70"
"King County, Washington","2,115.57"
"Kitsap County, Washington",394.94
"Kittitas County, Washington","2,297.27"
"Klickitat County, Washington","1,871.31"
"Lewis County, Washington","2,402.80"
"Lincoln County, Washington","2,310.49"
"Mason County, Washington",959.42
"Okanogan County, Washington","5,267.98"
"Pacific County, Washington",932.66
"Pend Oreille County, Washington","1,399.99"
"Pierce County, Washington","1,669.51"
"San Juan County, Washington",173.92
"Skagit County, Washington","1,731.20"
"Skamania County, Washington","1,655.68"
"Snohomish County, Washington","2,087.27"
"Spokane County, Washington","1,763.79"
"Stevens County, Washington","2,477.77"
"Thurston County, Washington",721.96
"Wahkiakum County, Washington",263.38
"Walla Walla County, Washington","1,270.13"
"Whatcom County, Washington","2,106.86"
"Whitman County, Washington","2,159.09"
"Yakima County, Washington","4,295.40"
"Barbour County, West Virginia",341.06
"Berkeley County, West Virginia",321.14
"Boone County, West Virginia",501.54
"Braxton County, West Virginia",510.81
"Brooke County, West Virginia",89.21
"Cabell County, West Virginia",281.02
"Calhoun County, West Virginia",279.25
"Clay County, West Virginia",341.90
"Doddridge County, West Virginia",319.72
"Fayette County, West Virginia",661.55
"Gilmer County, West Virginia",338.50
"Grant County, West Virginia",477.37
"Greenbrier County, West Virginia","1,019.57"
"Hampshire County, West Virginia",640.25
"Hancock County, West Virginia",82.61
"Hardy County, West Virginia",582.31
"Harrison County, West Virginia",416.01
"Jackson County, West Virginia",464.35
"Jefferson County, West Virginia",209.64
"Kanawha County, West Virginia",901.59
"Lewis County, West Virginia",384.90
"Lincoln County, West Virginia",437.04
"Logan County, West Virginia",453.74
"Marion County, West Virginia",308.74
"Marshall County, West Virginia",305.43
"Mason County, West Virginia",430.75
"McDowell County, West Virginia",533.46
"Mercer County, West Virginia",418.99
"Mineral County, West Virginia",327.83
"Mingo County, West Virginia",423.11
"Monongalia County, West Virginia",360.06
"Monroe County, West Virginia",472.75
"Morgan County, West Virginia",229.07
"Nicholas County, West Virginia",646.82
"Ohio County, West Virginia",105.82
"Pendleton County, West Virginia",696.05
"Pleasants County, West Virginia",130.10
"Pocahontas County, West Virginia",940.28
"Preston County, West Virginia",648.81
"Putnam County, West Virginia",345.67
"Raleigh County, West Virginia",605.35
"Randolph County, West Virginia","1,039.68"
"Ritchie County, West Virginia",451.99
"Roane County, West Virginia",483.56
"Summers County, West Virginia",360.46
"Taylor County, West Virginia",172.77
"Tucker County, West Virginia",418.92
"Tyler County, West Virginia",256.29
"Upshur County, West Virginia",354.64
"Wayne County, West Virginia",505.98
"Webster County, West Virginia",553.47
"Wetzel County, West Virginia",358.06
"Wirt County, West Virginia",232.51
"Wood County, West Virginia",366.26
"Wyoming County, West Virginia",499.45
"Adams County, Wisconsin",645.65
"Ashland County, Wisconsin","1,045.04"
"Barron County, Wisconsin",862.71
"Bayfield County, Wisconsin","1,477.86"
"Brown County, Wisconsin",529.71
"Buffalo County, Wisconsin",671.64
"Burnett County, Wisconsin",821.85
"Calumet County, Wisconsin",318.24
"Chippewa County, Wisconsin","1,008.37"
"Clark County, Wisconsin","1,209.82"
"Columbia County, Wisconsin",765.53
"Crawford County, Wisconsin",570.66
"Dane County, Wisconsin","1,197.24"
"Dodge County, Wisconsin",875.63
"Door County, Wisconsin",481.98
"Douglas County, Wisconsin","1,304.14"
"Dunn County, Wisconsin",850.11
"Eau Claire County, Wisconsin",637.98
"Florence County, Wisconsin",488.20
"Fond du Lac County, Wisconsin",719.55
"Forest County, Wisconsin","1,014.07"
"Grant County, Wisconsin","1,146.85"
"Green County, Wisconsin",583.96
"Green Lake County, Wisconsin",349.44
"Iowa County, Wisconsin",762.58
"Iron County, Wisconsin",758.17
"Jackson County, Wisconsin",987.72
"Jefferson County, Wisconsin",556.47
"Juneau County, Wisconsin",766.93
"Kenosha County, Wisconsin",271.99
"Kewaunee County, Wisconsin",342.52
"La Crosse County, Wisconsin",451.69
"Lafayette County, Wisconsin",633.59
"Langlade County, Wisconsin",870.64
"Lincoln County, Wisconsin",878.97
"Manitowoc County, Wisconsin",589.08
"Marathon County, Wisconsin","1,544.98"
"Marinette County, Wisconsin","1,399.35"
"Marquette County, Wisconsin",455.60
"Menominee County, Wisconsin",357.61
"Milwaukee County, Wisconsin",241.40
"Monroe County, Wisconsin",900.78
"Oconto County, Wisconsin",997.99
"Oneida County, Wisconsin","1,112.97"
"Outagamie County, Wisconsin",637.52
"Ozaukee County, Wisconsin",233.08
"Pepin County, Wisconsin",231.98
"Pierce County, Wisconsin",573.75
"Polk County, Wisconsin",913.96
"Portage County, Wisconsin",800.68
"Price County, Wisconsin","1,254.38"
"Racine County, Wisconsin",332.50
"Richland County, Wisconsin",586.15
"Rock County, Wisconsin",718.14
"Rusk County, Wisconsin",913.59
"Sauk County, Wisconsin",830.90
"Sawyer County, Wisconsin","1,257.31"
"Shawano County, Wisconsin",893.06
"Sheboygan County, Wisconsin",511.27
"St. Croix County, Wisconsin",722.33
"Taylor County, Wisconsin",974.88
"Trempealeau County, Wisconsin",732.97
"Vernon County, Wisconsin",791.58
"Vilas County, Wisconsin",856.60
"Walworth County, Wisconsin",555.13
"Washburn County, Wisconsin",797.11
"Washington County, Wisconsin",430.70
"Waukesha County, Wisconsin",549.57
"Waupaca County, Wisconsin",747.71
"Waushara County, Wisconsin",626.15
"Winnebago County, Wisconsin",434.49
"Wood County, Wisconsin",793.12
"Albany County, Wyoming","4,273.84"
"Big Horn County, Wyoming","3,137.10"
"Campbell County, Wyoming","4,802.71"
"Carbon County, Wyoming","7,897.58"
"Converse County, Wyoming","4,254.88"
"Crook County, Wyoming","2,854.41"
"Fremont County, Wyoming","9,183.81"
"Goshen County, Wyoming","2,225.39"
"Hot Springs County, Wyoming","2,004.09"
"Johnson County, Wyoming","4,154.15"
"Laramie County, Wyoming","2,685.91"
"Lincoln County, Wyoming","4,076.13"
"Natrona County, Wyoming","5,340.35"
"Niobrara County, Wyoming","2,626.04"
"Park County, Wyoming","6,942.08"
"Platte County, Wyoming","2,084.21"
"Sheridan County, Wyoming","2,523.99"
"Sublette County, Wyoming","4,886.54"
"Sweetwater County, Wyoming","10,426.65"
"Teton County, Wyoming","3,995.38"
"Uinta County, Wyoming","2,081.26"
"Washakie County, Wyoming","2,238.55"
"Weston County, Wyoming","2,398.09"
